X Y Z
-1.858442e+06 -6.509500e+06 5.552189e+05
-1.853721e+06 -6.510337e+06 5.611849e+05
-1.848996e+06 -6.511165e+06 5.671502e+05
-1.844270e+06 -6.511986e+06 5.731148e+05
-1.839542e+06 -6.512798e+06 5.790787e+05
-1.834811e+06 -6.513602e+06 5.850418e+05
-1.830077e+06 -6.514398e+06 5.910042e+05
-1.825342e+06 -6.515186e+06 5.969659e+05
-1.820604e+06 -6.515965e+06 6.029268e+05
-1.815864e+06 -6.516737e+06 6.088870e+05
-1.811122e+06 -6.517500e+06 6.148464e+05
-1.806378e+06 -6.518256e+06 6.208050e+05
-1.801631e+06 -6.519003e+06 6.267629e+05
-1.796882e+06 -6.519742e+06 6.327200e+05
-1.792131e+06 -6.520473e+06 6.386763e+05
-1.787377e+06 -6.521196e+06 6.446317e+05
-1.782621e+06 -6.521911e+06 6.505864e+05
-1.777864e+06 -6.522617e+06 6.565402e+05
-1.773104e+06 -6.523316e+06 6.624933e+05
-1.768341e+06 -6.524006e+06 6.684455e+05
-1.763577e+06 -6.524688e+06 6.743968e+05
-1.758810e+06 -6.525362e+06 6.803473e+05
-1.754041e+06 -6.526028e+06 6.862970e+05
-1.749270e+06 -6.526686e+06 6.922458e+05
-1.744497e+06 -6.527336e+06 6.981937e+05
-1.739722e+06 -6.527978e+06 7.041407e+05
-1.734944e+06 -6.528611e+06 7.100869e+05
-1.730165e+06 -6.529237e+06 7.160321e+05
-1.725383e+06 -6.529854e+06 7.219765e+05
-1.720599e+06 -6.530463e+06 7.279200e+05
-1.715813e+06 -6.531064e+06 7.338625e+05
-1.711025e+06 -6.531657e+06 7.398041e+05
-1.706234e+06 -6.532242e+06 7.457448e+05
-1.701442e+06 -6.532818e+06 7.516846e+05
-1.696647e+06 -6.533387e+06 7.576234e+05
-1.691851e+06 -6.533947e+06 7.635612e+05
-1.687052e+06 -6.534500e+06 7.694981e+05
-1.682251e+06 -6.535044e+06 7.754341e+05
-1.677448e+06 -6.535580e+06 7.813690e+05
-1.672644e+06 -6.536108e+06 7.873030e+05
-1.667837e+06 -6.536628e+06 7.932359e+05
-1.663027e+06 -6.537139e+06 7.991679e+05
-1.658216e+06 -6.537643e+06 8.050989e+05
-1.653403e+06 -6.538138e+06 8.110289e+05
-1.648588e+06 -6.538626e+06 8.169578e+05
-1.643771e+06 -6.539105e+06 8.228857e+05
-1.638951e+06 -6.539576e+06 8.288126e+05
-1.634130e+06 -6.540039e+06 8.347384e+05
-1.629307e+06 -6.540493e+06 8.406632e+05
-1.624482e+06 -6.540940e+06 8.465869e+05
-1.619654e+06 -6.541379e+06 8.525096e+05
-1.614825e+06 -6.541809e+06 8.584312e+05
-1.609994e+06 -6.542231e+06 8.643517e+05
-1.605160e+06 -6.542646e+06 8.702711e+05
-1.600325e+06 -6.543052e+06 8.761894e+05
-1.595488e+06 -6.543450e+06 8.821066e+05
-1.590649e+06 -6.543839e+06 8.880227e+05
-1.585807e+06 -6.544221e+06 8.939377e+05
-1.580964e+06 -6.544595e+06 8.998516e+05
-1.576119e+06 -6.544960e+06 9.057643e+05
-1.571272e+06 -6.545317e+06 9.116759e+05
-1.566423e+06 -6.545667e+06 9.175863e+05
-1.561572e+06 -6.546008e+06 9.234956e+05
-1.556720e+06 -6.546341e+06 9.294037e+05
-1.551865e+06 -6.546666e+06 9.353107e+05
-1.547008e+06 -6.546982e+06 9.412165e+05
-1.542150e+06 -6.547291e+06 9.471210e+05
-1.537289e+06 -6.547591e+06 9.530244e+05
-1.532427e+06 -6.547884e+06 9.589266e+05
-1.527563e+06 -6.548168e+06 9.648276e+05
-1.522697e+06 -6.548444e+06 9.707274e+05
-1.517829e+06 -6.548712e+06 9.766259e+05
-1.512959e+06 -6.548972e+06 9.825232e+05
-1.508088e+06 -6.549223e+06 9.884193e+05
-1.503214e+06 -6.549467e+06 9.943141e+05
-1.498339e+06 -6.549703e+06 1.000208e+06
-1.493462e+06 -6.549930e+06 1.006100e+06
-1.488583e+06 -6.550149e+06 1.011991e+06
-1.483702e+06 -6.550360e+06 1.017881e+06
-1.478819e+06 -6.550563e+06 1.023769e+06
-1.473935e+06 -6.550758e+06 1.029656e+06
-1.469049e+06 -6.550945e+06 1.035542e+06
-1.464161e+06 -6.551124e+06 1.041427e+06
-1.459271e+06 -6.551294e+06 1.047310e+06
-1.454379e+06 -6.551457e+06 1.053192e+06
-1.449486e+06 -6.551611e+06 1.059073e+06
-1.444591e+06 -6.551757e+06 1.064952e+06
-1.439694e+06 -6.551895e+06 1.070830e+06
-1.434795e+06 -6.552025e+06 1.076707e+06
-1.429894e+06 -6.552147e+06 1.082582e+06
-1.424992e+06 -6.552260e+06 1.088456e+06
-1.420088e+06 -6.552366e+06 1.094328e+06
-1.415183e+06 -6.552463e+06 1.100199e+06
-1.410275e+06 -6.552553e+06 1.106069e+06
-1.405366e+06 -6.552634e+06 1.111937e+06
-1.400455e+06 -6.552707e+06 1.117804e+06
-1.395543e+06 -6.552772e+06 1.123670e+06
-1.390628e+06 -6.552829e+06 1.129534e+06
-1.385712e+06 -6.552878e+06 1.135396e+06
-1.380795e+06 -6.552918e+06 1.141258e+06
-1.375875e+06 -6.552951e+06 1.147117e+06
-1.370954e+06 -6.552975e+06 1.152976e+06
-1.366032e+06 -6.552992e+06 1.158833e+06
-1.361107e+06 -6.553000e+06 1.164688e+06
-1.356181e+06 -6.553000e+06 1.170542e+06
-1.351254e+06 -6.552992e+06 1.176395e+06
-1.346324e+06 -6.552975e+06 1.182246e+06
-1.341393e+06 -6.552951e+06 1.188095e+06
-1.336461e+06 -6.552919e+06 1.193943e+06
-1.331527e+06 -6.552878e+06 1.199789e+06
-1.326591e+06 -6.552830e+06 1.205634e+06
-1.321653e+06 -6.552773e+06 1.211478e+06
-1.316714e+06 -6.552708e+06 1.217320e+06
-1.311774e+06 -6.552635e+06 1.223160e+06
-1.306832e+06 -6.552554e+06 1.228999e+06
-1.301888e+06 -6.552465e+06 1.234836e+06
-1.296942e+06 -6.552367e+06 1.240672e+06
-1.291995e+06 -6.552262e+06 1.246506e+06
-1.287047e+06 -6.552148e+06 1.252339e+06
-1.282097e+06 -6.552027e+06 1.258170e+06
-1.277145e+06 -6.551897e+06 1.263999e+06
-1.272192e+06 -6.551759e+06 1.269827e+06
-1.267237e+06 -6.551613e+06 1.275653e+06
-1.262281e+06 -6.551459e+06 1.281478e+06
-1.257323e+06 -6.551297e+06 1.287301e+06
-1.252363e+06 -6.551127e+06 1.293122e+06
-1.247403e+06 -6.550948e+06 1.298942e+06
-1.242440e+06 -6.550762e+06 1.304760e+06
-1.237476e+06 -6.550567e+06 1.310576e+06
-1.232511e+06 -6.550364e+06 1.316391e+06
-1.227544e+06 -6.550153e+06 1.322204e+06
-1.222576e+06 -6.549934e+06 1.328016e+06
-1.217606e+06 -6.549707e+06 1.333825e+06
-1.212635e+06 -6.549472e+06 1.339633e+06
-1.207662e+06 -6.549229e+06 1.345440e+06
-1.202687e+06 -6.548977e+06 1.351244e+06
-1.197712e+06 -6.548718e+06 1.357047e+06
-1.192735e+06 -6.548450e+06 1.362849e+06
-1.187756e+06 -6.548175e+06 1.368648e+06
-1.182776e+06 -6.547891e+06 1.374446e+06
-1.177795e+06 -6.547599e+06 1.380242e+06
-1.172812e+06 -6.547299e+06 1.386036e+06
-1.167827e+06 -6.546991e+06 1.391829e+06
-1.162842e+06 -6.546674e+06 1.397620e+06
-1.157855e+06 -6.546350e+06 1.403409e+06
-1.152866e+06 -6.546018e+06 1.409196e+06
-1.147876e+06 -6.545677e+06 1.414981e+06
-1.142885e+06 -6.545328e+06 1.420765e+06
-1.137892e+06 -6.544972e+06 1.426547e+06
-1.132898e+06 -6.544607e+06 1.432327e+06
-1.127903e+06 -6.544234e+06 1.438105e+06
-1.122906e+06 -6.543853e+06 1.443882e+06
-1.117908e+06 -6.543464e+06 1.449656e+06
-1.112908e+06 -6.543066e+06 1.455429e+06
-1.107908e+06 -6.542661e+06 1.461200e+06
-1.102906e+06 -6.542247e+06 1.466969e+06
-1.097902e+06 -6.541826e+06 1.472736e+06
-1.092897e+06 -6.541396e+06 1.478502e+06
-1.087891e+06 -6.540959e+06 1.484265e+06
-1.082884e+06 -6.540513e+06 1.490027e+06
-1.077875e+06 -6.540059e+06 1.495787e+06
-1.072865e+06 -6.539597e+06 1.501545e+06
-1.067854e+06 -6.539127e+06 1.507300e+06
-1.062841e+06 -6.538648e+06 1.513055e+06
-1.057827e+06 -6.538162e+06 1.518807e+06
-1.052812e+06 -6.537668e+06 1.524557e+06
-1.047796e+06 -6.537165e+06 1.530305e+06
-1.042778e+06 -6.536654e+06 1.536051e+06
-1.037759e+06 -6.536136e+06 1.541796e+06
-1.032739e+06 -6.535609e+06 1.547538e+06
-1.027718e+06 -6.535074e+06 1.553279e+06
-1.022695e+06 -6.534531e+06 1.559017e+06
-1.017671e+06 -6.533980e+06 1.564754e+06
-1.012646e+06 -6.533421e+06 1.570488e+06
-1.007620e+06 -6.532853e+06 1.576221e+06
-1.002593e+06 -6.532278e+06 1.581952e+06
-9.975639e+05 -6.531695e+06 1.587680e+06
-9.925341e+05 -6.531103e+06 1.593407e+06
-9.875030e+05 -6.530503e+06 1.599131e+06
-9.824708e+05 -6.529896e+06 1.604854e+06
-9.774374e+05 -6.529280e+06 1.610574e+06
-9.724028e+05 -6.528656e+06 1.616293e+06
-9.673671e+05 -6.528024e+06 1.622009e+06
-9.623302e+05 -6.527384e+06 1.627723e+06
-9.572921e+05 -6.526736e+06 1.633436e+06
-9.522529e+05 -6.526079e+06 1.639146e+06
-9.472126e+05 -6.525415e+06 1.644854e+06
-9.421711e+05 -6.524743e+06 1.650560e+06
-9.371285e+05 -6.524062e+06 1.656264e+06
-9.320848e+05 -6.523373e+06 1.661966e+06
-9.270400e+05 -6.522677e+06 1.667666e+06
-9.219941e+05 -6.521972e+06 1.673363e+06
-9.169471e+05 -6.521259e+06 1.679059e+06
-9.118989e+05 -6.520538e+06 1.684752e+06
-9.068497e+05 -6.519809e+06 1.690444e+06
-9.017994e+05 -6.519072e+06 1.696133e+06
-8.967481e+05 -6.518327e+06 1.701820e+06
-8.916957e+05 -6.517574e+06 1.707505e+06
-8.866422e+05 -6.516812e+06 1.713187e+06
-8.815876e+05 -6.516043e+06 1.718868e+06
-8.765320e+05 -6.515265e+06 1.724546e+06
-8.714754e+05 -6.514480e+06 1.730222e+06
-8.664177e+05 -6.513686e+06 1.735896e+06
-8.613590e+05 -6.512884e+06 1.741568e+06
-8.562993e+05 -6.512074e+06 1.747238e+06
-8.512385e+05 -6.511256e+06 1.752905e+06
-8.461768e+05 -6.510430e+06 1.758570e+06
-8.411140e+05 -6.509596e+06 1.764233e+06
-8.360502e+05 -6.508754e+06 1.769893e+06
-8.309855e+05 -6.507904e+06 1.775552e+06
-8.259197e+05 -6.507046e+06 1.781208e+06
-8.208530e+05 -6.506179e+06 1.786862e+06
-8.157853e+05 -6.505305e+06 1.792514e+06
-8.107166e+05 -6.504422e+06 1.798163e+06
-8.056470e+05 -6.503532e+06 1.803810e+06
-8.005764e+05 -6.502633e+06 1.809455e+06
-7.955049e+05 -6.501726e+06 1.815097e+06
-7.904324e+05 -6.500811e+06 1.820737e+06
-7.853590e+05 -6.499888e+06 1.826375e+06
-7.802846e+05 -6.498957e+06 1.832011e+06
-7.752094e+05 -6.498018e+06 1.837644e+06
-7.701332e+05 -6.497071e+06 1.843275e+06
-7.650561e+05 -6.496116e+06 1.848904e+06
-7.599781e+05 -6.495153e+06 1.854530e+06
-7.548992e+05 -6.494181e+06 1.860154e+06
-7.498194e+05 -6.493202e+06 1.865775e+06
-7.447387e+05 -6.492215e+06 1.871395e+06
-7.396571e+05 -6.491219e+06 1.877011e+06
-7.345747e+05 -6.490215e+06 1.882626e+06
-7.294914e+05 -6.489204e+06 1.888238e+06
-7.244072e+05 -6.488184e+06 1.893847e+06
-7.193222e+05 -6.487156e+06 1.899455e+06
-7.142363e+05 -6.486120e+06 1.905059e+06
-7.091496e+05 -6.485076e+06 1.910662e+06
-7.040620e+05 -6.484024e+06 1.916262e+06
-6.989736e+05 -6.482964e+06 1.921859e+06
-6.938844e+05 -6.481896e+06 1.927455e+06
-6.887944e+05 -6.480820e+06 1.933047e+06
-6.837036e+05 -6.479736e+06 1.938637e+06
-6.786119e+05 -6.478644e+06 1.944225e+06
-6.735195e+05 -6.477543e+06 1.949811e+06
-6.684262e+05 -6.476435e+06 1.955393e+06
-6.633322e+05 -6.475318e+06 1.960974e+06
-6.582374e+05 -6.474194e+06 1.966552e+06
-6.531418e+05 -6.473061e+06 1.972127e+06
-6.480455e+05 -6.471920e+06 1.977700e+06
-6.429483e+05 -6.470772e+06 1.983270e+06
-6.378505e+05 -6.469615e+06 1.988838e+06
-6.327518e+05 -6.468450e+06 1.994403e+06
-6.276525e+05 -6.467277e+06 1.999966e+06
-6.225524e+05 -6.466096e+06 2.005526e+06
-6.174515e+05 -6.464907e+06 2.011084e+06
-6.123500e+05 -6.463710e+06 2.016639e+06
-6.072477e+05 -6.462505e+06 2.022192e+06
-6.021447e+05 -6.461292e+06 2.027742e+06
-5.970410e+05 -6.460070e+06 2.033289e+06
-5.919366e+05 -6.458841e+06 2.038834e+06
-5.868315e+05 -6.457604e+06 2.044377e+06
-5.817257e+05 -6.456358e+06 2.049916e+06
-5.766193e+05 -6.455105e+06 2.055453e+06
-5.715121e+05 -6.453843e+06 2.060988e+06
-5.664043e+05 -6.452574e+06 2.066520e+06
-5.612958e+05 -6.451296e+06 2.072049e+06
-5.561867e+05 -6.450011e+06 2.077576e+06
-5.510769e+05 -6.448717e+06 2.083100e+06
-5.459665e+05 -6.447415e+06 2.088621e+06
-5.408554e+05 -6.446105e+06 2.094140e+06
-5.357437e+05 -6.444787e+06 2.099656e+06
-5.306314e+05 -6.443462e+06 2.105169e+06
-5.255184e+05 -6.442128e+06 2.110680e+06
-5.204049e+05 -6.440786e+06 2.116188e+06
-5.152907e+05 -6.439436e+06 2.121693e+06
-5.101759e+05 -6.438077e+06 2.127196e+06
-5.050605e+05 -6.436711e+06 2.132696e+06
-4.999446e+05 -6.435337e+06 2.138193e+06
-4.948280e+05 -6.433955e+06 2.143688e+06
-4.897109e+05 -6.432565e+06 2.149180e+06
-4.845932e+05 -6.431166e+06 2.154669e+06
-4.794750e+05 -6.429760e+06 2.160155e+06
-4.743561e+05 -6.428346e+06 2.165639e+06
-4.692368e+05 -6.426923e+06 2.171120e+06
-4.641168e+05 -6.425493e+06 2.176598e+06
-4.589964e+05 -6.424054e+06 2.182073e+06
-4.538754e+05 -6.422608e+06 2.187546e+06
-4.487539e+05 -6.421153e+06 2.193015e+06
-4.436318e+05 -6.419691e+06 2.198482e+06
-4.385092e+05 -6.418220e+06 2.203947e+06
-4.333862e+05 -6.416741e+06 2.209408e+06
-4.282626e+05 -6.415255e+06 2.214867e+06
-4.231385e+05 -6.413760e+06 2.220323e+06
-4.180139e+05 -6.412257e+06 2.225776e+06
-4.128889e+05 -6.410746e+06 2.231226e+06
-4.077633e+05 -6.409227e+06 2.236673e+06
-4.026373e+05 -6.407700e+06 2.242118e+06
-3.975109e+05 -6.406165e+06 2.247559e+06
-3.923839e+05 -6.404623e+06 2.252998e+06
-3.872565e+05 -6.403072e+06 2.258434e+06
-3.821287e+05 -6.401513e+06 2.263867e+06
-3.770004e+05 -6.399945e+06 2.269297e+06
-3.718716e+05 -6.398370e+06 2.274725e+06
-3.667425e+05 -6.396787e+06 2.280149e+06
-3.616129e+05 -6.395196e+06 2.285571e+06
-3.564829e+05 -6.393597e+06 2.290989e+06
-3.513525e+05 -6.391990e+06 2.296405e+06
-3.462217e+05 -6.390375e+06 2.301818e+06
-3.410904e+05 -6.388751e+06 2.307228e+06
-3.359588e+05 -6.387120e+06 2.312635e+06
-3.308268e+05 -6.385481e+06 2.318039e+06
-3.256944e+05 -6.383834e+06 2.323440e+06
-3.205616e+05 -6.382178e+06 2.328838e+06
-3.154285e+05 -6.380515e+06 2.334233e+06
-3.102950e+05 -6.378843e+06 2.339625e+06
-3.051611e+05 -6.377164e+06 2.345015e+06
-3.000269e+05 -6.375477e+06 2.350401e+06
-2.948923e+05 -6.373781e+06 2.355784e+06
-2.897574e+05 -6.372078e+06 2.361164e+06
-2.846222e+05 -6.370366e+06 2.366542e+06
-2.794866e+05 -6.368647e+06 2.371916e+06
-2.743507e+05 -6.366919e+06 2.377287e+06
-2.692145e+05 -6.365184e+06 2.382656e+06
-2.640780e+05 -6.363440e+06 2.388021e+06
-2.589412e+05 -6.361689e+06 2.393383e+06
-2.538041e+05 -6.359929e+06 2.398742e+06
-2.486667e+05 -6.358162e+06 2.404098e+06
-2.435290e+05 -6.356386e+06 2.409451e+06
-2.383910e+05 -6.354602e+06 2.414801e+06
-2.332527e+05 -6.352811e+06 2.420148e+06
-2.281142e+05 -6.351011e+06 2.425492e+06
-2.229754e+05 -6.349203e+06 2.430833e+06
-2.178364e+05 -6.347388e+06 2.436171e+06
-2.126971e+05 -6.345564e+06 2.441505e+06
-2.075576e+05 -6.343733e+06 2.446837e+06
-2.024178e+05 -6.341893e+06 2.452165e+06
-1.972778e+05 -6.340045e+06 2.457490e+06
-1.921376e+05 -6.338190e+06 2.462813e+06
-1.869971e+05 -6.336326e+06 2.468132e+06
-1.818564e+05 -6.334454e+06 2.473448e+06
-1.767156e+05 -6.332574e+06 2.478760e+06
-1.715745e+05 -6.330687e+06 2.484070e+06
-1.664332e+05 -6.328791e+06 2.489376e+06
-1.612917e+05 -6.326887e+06 2.494680e+06
-1.561501e+05 -6.324976e+06 2.499980e+06
-1.510083e+05 -6.323056e+06 2.505277e+06
-1.458663e+05 -6.321128e+06 2.510570e+06
-1.407241e+05 -6.319193e+06 2.515861e+06
-1.355818e+05 -6.317249e+06 2.521148e+06
-1.304393e+05 -6.315297e+06 2.526433e+06
-1.252967e+05 -6.313337e+06 2.531714e+06
-1.201539e+05 -6.311370e+06 2.536991e+06
-1.150110e+05 -6.309394e+06 2.542266e+06
-1.098679e+05 -6.307410e+06 2.547537e+06
-1.047248e+05 -6.305419e+06 2.552805e+06
-9.958150e+04 -6.303419e+06 2.558070e+06
-9.443810e+04 -6.301412e+06 2.563332e+06
-8.929460e+04 -6.299396e+06 2.568590e+06
-8.415100e+04 -6.297372e+06 2.573845e+06
-7.900730e+04 -6.295341e+06 2.579097e+06
-7.386351e+04 -6.293301e+06 2.584345e+06
-6.871964e+04 -6.291253e+06 2.589590e+06
-6.357570e+04 -6.289198e+06 2.594832e+06
-5.843168e+04 -6.287134e+06 2.600071e+06
-5.328760e+04 -6.285063e+06 2.605306e+06
-4.814345e+04 -6.282983e+06 2.610538e+06
-4.299926e+04 -6.280896e+06 2.615767e+06
-3.785501e+04 -6.278800e+06 2.620992e+06
-3.271073e+04 -6.276697e+06 2.626215e+06
-2.756641e+04 -6.274585e+06 2.631433e+06
-2.242206e+04 -6.272466e+06 2.636649e+06
-1.727769e+04 -6.270338e+06 2.641861e+06
-1.213330e+04 -6.268203e+06 2.647069e+06
-6.988894e+03 -6.266060e+06 2.652275e+06
-1.844486e+03 -6.263908e+06 2.657477e+06
3.299923e+03 -6.261749e+06 2.662675e+06
8.444325e+03 -6.259582e+06 2.667870e+06
1.358872e+04 -6.257407e+06 2.673062e+06
1.873309e+04 -6.255223e+06 2.678250e+06
2.387744e+04 -6.253032e+06 2.683435e+06
2.902176e+04 -6.250833e+06 2.688617e+06
3.416604e+04 -6.248626e+06 2.693795e+06
3.931028e+04 -6.246411e+06 2.698970e+06
4.445448e+04 -6.244188e+06 2.704141e+06
4.959862e+04 -6.241957e+06 2.709309e+06
5.474270e+04 -6.239718e+06 2.714473e+06
5.988672e+04 -6.237471e+06 2.719634e+06
6.503066e+04 -6.235216e+06 2.724792e+06
7.017453e+04 -6.232953e+06 2.729946e+06
7.531832e+04 -6.230682e+06 2.735097e+06
8.046201e+04 -6.228403e+06 2.740244e+06
8.560562e+04 -6.226116e+06 2.745387e+06
9.074912e+04 -6.223822e+06 2.750527e+06
9.589252e+04 -6.221519e+06 2.755664e+06
1.010358e+05 -6.219208e+06 2.760797e+06
1.061790e+05 -6.216890e+06 2.765927e+06
1.113220e+05 -6.214563e+06 2.771053e+06
1.164649e+05 -6.212228e+06 2.776176e+06
1.216077e+05 -6.209886e+06 2.781295e+06
1.267503e+05 -6.207536e+06 2.786410e+06
1.318928e+05 -6.205177e+06 2.791522e+06
1.370351e+05 -6.202811e+06 2.796631e+06
1.421773e+05 -6.200437e+06 2.801736e+06
1.473193e+05 -6.198054e+06 2.806837e+06
1.524612e+05 -6.195664e+06 2.811935e+06
1.576028e+05 -6.193266e+06 2.817029e+06
1.627443e+05 -6.190860e+06 2.822120e+06
1.678856e+05 -6.188446e+06 2.827207e+06
1.730267e+05 -6.186024e+06 2.832290e+06
1.781676e+05 -6.183594e+06 2.837370e+06
1.833083e+05 -6.181157e+06 2.842446e+06
1.884487e+05 -6.178711e+06 2.847519e+06
1.935890e+05 -6.176257e+06 2.852588e+06
1.987290e+05 -6.173795e+06 2.857653e+06
2.038688e+05 -6.171326e+06 2.862715e+06
2.090084e+05 -6.168848e+06 2.867773e+06
2.141477e+05 -6.166363e+06 2.872827e+06
2.192868e+05 -6.163870e+06 2.877878e+06
2.244256e+05 -6.161368e+06 2.882925e+06
2.295642e+05 -6.158859e+06 2.887969e+06
2.347025e+05 -6.156342e+06 2.893009e+06
2.398405e+05 -6.153817e+06 2.898045e+06
2.449783e+05 -6.151284e+06 2.903077e+06
2.501157e+05 -6.148743e+06 2.908106e+06
2.552529e+05 -6.146194e+06 2.913131e+06
2.603898e+05 -6.143638e+06 2.918153e+06
2.655264e+05 -6.141073e+06 2.923170e+06
2.706627e+05 -6.138500e+06 2.928184e+06
2.757986e+05 -6.135920e+06 2.933194e+06
2.809343e+05 -6.133331e+06 2.938201e+06
2.860696e+05 -6.130735e+06 2.943204e+06
2.912046e+05 -6.128131e+06 2.948203e+06
2.963393e+05 -6.125519e+06 2.953198e+06
3.014736e+05 -6.122899e+06 2.958189e+06
3.066076e+05 -6.120271e+06 2.963177e+06
3.117412e+05 -6.117635e+06 2.968161e+06
3.168745e+05 -6.114991e+06 2.973141e+06
3.220074e+05 -6.112339e+06 2.978118e+06
3.271399e+05 -6.109680e+06 2.983091e+06
3.322721e+05 -6.107012e+06 2.988059e+06
3.374038e+05 -6.104337e+06 2.993025e+06
3.425352e+05 -6.101654e+06 2.997986e+06
3.476662e+05 -6.098962e+06 3.002943e+06
3.527968e+05 -6.096263e+06 3.007897e+06
3.579270e+05 -6.093556e+06 3.012847e+06
3.630568e+05 -6.090841e+06 3.017793e+06
3.681861e+05 -6.088119e+06 3.022735e+06
3.733150e+05 -6.085388e+06 3.027673e+06
3.784435e+05 -6.082650e+06 3.032608e+06
3.835716e+05 -6.079903e+06 3.037538e+06
3.886993e+05 -6.077149e+06 3.042465e+06
3.938264e+05 -6.074387e+06 3.047388e+06
3.989532e+05 -6.071617e+06 3.052307e+06
4.040794e+05 -6.068839e+06 3.057222e+06
4.092053e+05 -6.066053e+06 3.062133e+06
4.143306e+05 -6.063259e+06 3.067041e+06
4.194555e+05 -6.060457e+06 3.071944e+06
4.245798e+05 -6.057648e+06 3.076844e+06
4.297037e+05 -6.054831e+06 3.081739e+06
4.348271e+05 -6.052005e+06 3.086631e+06
4.399501e+05 -6.049172e+06 3.091519e+06
4.450725e+05 -6.046331e+06 3.096403e+06
4.501943e+05 -6.043483e+06 3.101283e+06
4.553157e+05 -6.040626e+06 3.106159e+06
4.604366e+05 -6.037761e+06 3.111031e+06
4.655569e+05 -6.034889e+06 3.115899e+06
4.706767e+05 -6.032009e+06 3.120763e+06
4.757959e+05 -6.029121e+06 3.125623e+06
4.809146e+05 -6.026225e+06 3.130479e+06
4.860328e+05 -6.023321e+06 3.135332e+06
4.911504e+05 -6.020409e+06 3.140180e+06
4.962674e+05 -6.017490e+06 3.145024e+06
5.013839e+05 -6.014562e+06 3.149864e+06
5.064998e+05 -6.011627e+06 3.154701e+06
5.116151e+05 -6.008684e+06 3.159533e+06
5.167298e+05 -6.005733e+06 3.164361e+06
5.218440e+05 -6.002775e+06 3.169185e+06
5.269575e+05 -5.999808e+06 3.174005e+06
5.320704e+05 -5.996834e+06 3.178822e+06
5.371827e+05 -5.993851e+06 3.183634e+06
5.422944e+05 -5.990861e+06 3.188442e+06
5.474055e+05 -5.987863e+06 3.193246e+06
5.525160e+05 -5.984858e+06 3.198046e+06
5.576258e+05 -5.981844e+06 3.202842e+06
5.627350e+05 -5.978823e+06 3.207633e+06
5.678435e+05 -5.975794e+06 3.212421e+06
5.729514e+05 -5.972757e+06 3.217205e+06
5.780587e+05 -5.969712e+06 3.221984e+06
5.831652e+05 -5.966659e+06 3.226760e+06
5.882711e+05 -5.963599e+06 3.231531e+06
5.933764e+05 -5.960530e+06 3.236299e+06
5.984809e+05 -5.957454e+06 3.241062e+06
6.035848e+05 -5.954370e+06 3.245821e+06
6.086880e+05 -5.951279e+06 3.250576e+06
6.137904e+05 -5.948179e+06 3.255327e+06
6.188922e+05 -5.945072e+06 3.260073e+06
6.239933e+05 -5.941957e+06 3.264816e+06
6.290936e+05 -5.938834e+06 3.269554e+06
6.341932e+05 -5.935703e+06 3.274288e+06
6.392921e+05 -5.932565e+06 3.279018e+06
6.443903e+05 -5.929419e+06 3.283744e+06
6.494877e+05 -5.926265e+06 3.288466e+06
6.545844e+05 -5.923103e+06 3.293183e+06
6.596804e+05 -5.919933e+06 3.297897e+06
6.647756e+05 -5.916756e+06 3.302606e+06
6.698700e+05 -5.913571e+06 3.307311e+06
6.749636e+05 -5.910378e+06 3.312012e+06
6.800565e+05 -5.907177e+06 3.316708e+06
6.851486e+05 -5.903968e+06 3.321401e+06
6.902399e+05 -5.900752e+06 3.326089e+06
6.953304e+05 -5.897528e+06 3.330773e+06
7.004202e+05 -5.894296e+06 3.335452e+06
7.055091e+05 -5.891057e+06 3.340128e+06
7.105972e+05 -5.887810e+06 3.344799e+06
7.156845e+05 -5.884554e+06 3.349466e+06
7.207710e+05 -5.881292e+06 3.354128e+06
7.258566e+05 -5.878021e+06 3.358787e+06
7.309414e+05 -5.874743e+06 3.363441e+06
7.360254e+05 -5.871457e+06 3.368091e+06
7.411086e+05 -5.868163e+06 3.372737e+06
7.461909e+05 -5.864861e+06 3.377378e+06
7.512723e+05 -5.861552e+06 3.382015e+06
7.563529e+05 -5.858235e+06 3.386648e+06
7.614326e+05 -5.854910e+06 3.391276e+06
7.665114e+05 -5.851578e+06 3.395900e+06
7.715893e+05 -5.848238e+06 3.400520e+06
7.766664e+05 -5.844890e+06 3.405135e+06
7.817426e+05 -5.841534e+06 3.409747e+06
7.868179e+05 -5.838171e+06 3.414353e+06
7.918922e+05 -5.834800e+06 3.418956e+06
7.969657e+05 -5.831421e+06 3.423554e+06
8.020382e+05 -5.828035e+06 3.428148e+06
8.071099e+05 -5.824641e+06 3.432737e+06
8.121806e+05 -5.821239e+06 3.437323e+06
8.172503e+05 -5.817829e+06 3.441903e+06
8.223192e+05 -5.814412e+06 3.446480e+06
8.273871e+05 -5.810987e+06 3.451052e+06
8.324540e+05 -5.807554e+06 3.455619e+06
8.375200e+05 -5.804114e+06 3.460182e+06
8.425850e+05 -5.800666e+06 3.464741e+06
8.476490e+05 -5.797210e+06 3.469296e+06
8.527121e+05 -5.793747e+06 3.473846e+06
8.577742e+05 -5.790276e+06 3.478391e+06
8.628353e+05 -5.786797e+06 3.482932e+06
8.678954e+05 -5.783311e+06 3.487469e+06
8.729546e+05 -5.779817e+06 3.492002e+06
8.780127e+05 -5.776315e+06 3.496529e+06
